Order ID,Order Date,Ship Date,Customer Id,Product id,Actual price,Discounted price,Sold price,Quantity,Bill Amount,
CA-2014-142622,2014-10-31,2014-11-03,Ce37AAdB41AA254,B00LZLPYHW,160,137,23,2.00,46.00,
CA-2014-142622,2014-10-31,2014-11-03,9B13Eb7a280B7E9,B09NHVCHS9,199,59,140,8.00,1120.00,
CA-2014-142622,2014-10-31,2014-11-03,Fe7afDebB6CeBff,B00NNQMYNE,499,299,200,2.00,400.00,
CA-2014-143343,2014-06-11,2014-06-14,9f6C1EF41E03EB1,B0B217Z5VK,"3,999","1,799",2200,5.00,11000.00,
CA-2014-115154,2014-01-09,2014-01-12,ed0e860dA9E6Cb7,B07B88KQZ8,"2,999","1,999",1000,2.00,2000.00,
US-2014-120418,2014-06-12,2014-06-13,4BDa2E785507F3A,B01M4GGIVU,699,199,500,1.00,500.00,
US-2014-120418,2014-06-12,2014-06-13,785DCedCAEBBb10,B07Z3K96FR,"1,499",399,1100,4.00,4400.00,
US-2014-120418,2014-06-12,2014-06-13,4CC061174345fCb,B0756CLQWL,"3,999","1,699",2300,5.00,11500.00,
US-2014-120418,2014-06-12,2014-06-13,4A0ACec7f3B17aA,B004IO5BMQ,995,699,296,1.00,296.00,
US-2014-120418,2014-06-12,2014-06-13,6bc9Ac2c8A750fc,B09Z6WH2N1,499,95,404,3.00,1212.00,
CA-2014-165491,2014-03-21,2014-03-25,c4C7fF768a8Dc09,B01HGCLUH6,"1,699","1,149",550,7.00,3850.00,
CA-2014-138422,2014-09-24,2014-09-27,54759cFa42db987,B01N4EV2TL,"1,995","1,495",500,3.00,1500.00,
CA-2013-155187,2013-09-25,2013-09-27,f2eE78D1A6DEe5e,B08MZQBFLN,"4,999",849,4150,2.00,8300.00,
CA-2013-155187,2013-09-25,2013-09-27,FC13a2d339DCCaa,B0752LL57V,440,440,0,5.00,0.00,
CA-2014-109701,2014-12-03,2014-12-04,36E63fbeccD8e4b,B08K4PSZ3V,999,349,650,6.00,3900.00,
CA-2014-109701,2014-12-03,2014-12-04,fDB04FeA7885FAA,B09Z28BQZT,"3,999",599,3400,2.00,6800.00,
CA-2014-109701,2014-12-03,2014-12-04,3079eE405B9cC7f,B094DQWV9B,399,149,250,2.00,500.00,
CA-2014-109701,2014-12-03,2014-12-04,Aaddb77cDbA6dFf,B0BBMPH39N,999,289,710,3.00,2130.00,
CA-2014-109701,2014-12-03,2014-12-04,B7B9Fd74af3F2FA,B097JQ1J5G,499,179,320,6.00,1920.00,
CA-2012-111514,2012-08-31,2012-09-02,1F0A8a9DAc5bFB2,B07YY1BY5B,"4,999","1,499",3500,7.00,24500.00,
CA-2012-111514,2012-08-31,2012-09-02,d4B05F7082F10Ef,B08VRMK55F,699,399,300,5.00,1500.00,
CA-2012-111514,2012-08-31,2012-09-02,2af388a56D35FAF,B08CHZ3ZQ7,799,599,200,1.00,200.00,
CA-2012-111514,2012-08-31,2012-09-02,29AEFEE6fe1DaE2,B08SCCG9D4,"2,000",949,1051,3.00,3153.00,
CA-2011-102295,2011-11-24,2011-11-26,e9bC7F967aDEdbc,B0972BQ2RS,"9,999","2,499",7500,1.00,7500.00,
CA-2012-148628,2012-12-06,2012-12-11,Fbef6cbccbA474B,B00ZRBWPA0,180,159,21,5.00,105.00,
US-2014-117534,2014-03-26,2014-03-27,FC7bFB9c5f17cEC,B0B2DD66GS,"2,900","1,329",1571,4.00,6284.00,
US-2014-117534,2014-03-26,2014-03-27,77bFee8eB8C85e4,B09M869Z5V,999,570,429,9.00,3861.00,
US-2014-117534,2014-03-26,2014-03-27,fbE5C218cf4050e,B07W6VWZ8C,"1,999",899,1100,4.00,4400.00,
US-2014-117534,2014-03-26,2014-03-27,c59aBbC0EbEe2eF,B07Z1X6VFC,999,449,550,4.00,2200.00,
US-2014-117534,2014-03-26,2014-03-27,3c3B6BdffCcFfDb,B07YL54NVJ,999,549,450,2.00,900.00,
CA-2012-145065,2012-12-12,2012-12-15,6A4dE6A871C9764,B0759QMF85,"2,399","1,529",870,2.00,1740.00,
CA-2012-145065,2012-12-12,2012-12-15,bF566C66eaD2E8c,B00LM4X0KU,100,100,0,2.00,0.00,
CA-2014-169264,2014-08-15,2014-08-17,83C9AAe7188Cf88,B08PFSZ7FH,"1,499",299,1200,2.00,2400.00,
CA-2014-169264,2014-08-15,2014-08-17,Dbb64130fbBBa33,B012MQS060,"1,795","1,295",500,6.00,3000.00,
CA-2014-108574,2014-10-08,2014-10-12,3a4EA40D502b3c5,B01MF8MB65,999,699,300,9.00,2700.00,
CA-2014-108574,2014-10-08,2014-10-12,0e0A9844ac2A7a4,B00LHZWD0C,315,252,63,7.00,441.00,
CA-2014-108574,2014-10-08,2014-10-12,ca16Cf2cd907CA0,B08QDPB1SL,220,190,30,10.00,300.00,
CA-2014-144589,2014-01-21,2014-01-26,64Afc702a6c5Fad,B07BRKK9JQ,"1,599","1,299",300,5.00,1500.00,
CA-2014-144589,2014-01-21,2014-01-26,bb53513a2648c5f,B01EZ0X3L8,"1,650",729,921,3.00,2763.00,
CA-2014-155985,2014-03-24,2014-03-26,317B4Ead3580275,B00LM4W1N2,600,480,120,8.00,960.00,
CA-2012-142041,2012-06-07,2012-06-09,93aEBC17c54EF3e,B0949SBKMP,"6,990","1,799",5191,5.00,25955.00,
CA-2011-151295,2011-11-12,2011-11-16,5AF6ACc1C1FF4dB,B08YD264ZS,"2,499",999,1500,2.00,3000.00,
CA-2011-151295,2011-11-12,2011-11-16,d328C5c6A8D84D0,B094JNXNPV,399,299,100,3.00,300.00,
CA-2014-168655,2014-10-13,2014-10-19,6c5A6FDAA3DBD45,B00GZLB57U,699,238,461,5.00,2305.00,
CA-2014-168655,2014-10-13,2014-10-19,Bb66e8Ecea7E2eD,B07V82W5CN,"2,198","1,349",849,3.00,2547.00,
CA-2013-107202,2013-05-22,2013-05-29,e5E1Bbfdd8Bbb40,B077Z65HSD,999,299,700,10.00,7000.00,
CA-2014-159597,2014-11-10,2014-11-15,CF5af9aAc15d6Fd,B08HD7JQHX,499,199,300,2.00,600.00,
CA-2014-159597,2014-11-10,2014-11-15,aDd171EB11C4cfc,B0B31FR4Y2,"9,999","1,999",8000,1.00,8000.00,
CA-2014-100748,2014-05-14,2014-05-21,8744bE6af573DfE,B09Y14JLP3,499,99,400,8.00,3200.00,
CA-2014-129805,2014-12-29,2015-01-03,3df9e606e3DD0Ac,B09ZHCJDP1,"1,000",499,501,2.00,1002.00,
CA-2014-140053,2014-07-04,2014-07-11,8189CCE3385dffA,B08C4Z69LN,"3,500","1,792",1708,9.00,15372.00,
CA-2011-164210,2011-11-18,2011-11-20,4ac3FBBD6a53390,B016XVRKZM,"4,100","3,299",801,2.00,1602.00,
CA-2011-164210,2011-11-18,2011-11-20,456DA0F5B196eBF,B00LHZW3XY,180,125,55,4.00,220.00,
CA-2012-100573,2012-09-25,2012-10-01,5c4BC033ac4Efab,B098JYT4SY,"1,190",399,791,2.00,1582.00,
CA-2013-140207,2013-11-06,2013-11-11,1d3749Dc7ADfa2F,B08CFCK6CW,"7,999","1,199",6800,5.00,34000.00,
CA-2012-142419,2012-07-11,2012-07-13,cB4fDf2E1E9aaE8,B09P564ZTJ,"1,599",235,1364,3.00,4092.00,
CA-2012-142419,2012-07-11,2012-07-13,23a5F7fBcB5D4A3,B07MSLTW8Z,"1,999",549,1450,3.00,4350.00,
CA-2013-114972,2013-11-04,2013-11-07,a8232f3045ee0ae,B09N6TTHT6,99,89,10,2.00,20.00,
CA-2013-114972,2013-11-04,2013-11-07,3DF3d5d6c6E52FC,B09W5XR9RT,"1,999",970,1029,5.00,5145.00,
CA-2013-114972,2013-11-04,2013-11-07,9CB4A7Ad56F0cDe,B098R25TGC,"2,999","1,299",1700,7.00,11900.00,
CA-2013-114972,2013-11-04,2013-11-07,4D7dF1Dc17Da25e,B0B2PQL5N3,999,230,769,4.00,3076.00,
CA-2014-102750,2014-09-05,2014-09-09,D7c287Dc216ff32,B07DKZCZ89,499,119,380,3.00,1140.00,
CA-2014-147956,2014-12-25,2015-01-01,57A2eD6Ac5Fafc6,B08GYG6T12,800,449,351,6.00,2106.00,
CA-2014-126067,2014-08-29,2014-09-04,7a2cD31f7A2c545,B09BN2NPBD,"3,495","1,699",1796,4.00,7184.00,
CA-2014-126067,2014-08-29,2014-09-04,c298C3cF7cA2FDD,B00J4YG0PC,720,561,159,5.00,795.00,
CA-2014-126067,2014-08-29,2014-09-04,A92adFCEbAADCfb,B073BRXPZX,590,289,301,5.00,1505.00,
CA-2014-126067,2014-08-29,2014-09-04,Ddc3E20EbDcBc7F,B08LHTJTBB,"1,999",599,1400,2.00,2800.00,
CA-2011-113579,2011-12-13,2011-12-15,B833deAEfE0fCdb,B07VTFN6HM,"7,350","5,599",1751,6.00,10506.00,
CA-2012-122371,2012-09-26,2012-10-01,b6BA24Ae4EEbe4a,B008QS9J6Y,"2,595","1,990",605,3.00,1815.00,
CA-2012-122371,2012-09-26,2012-10-01,2a55220cAfA8b65,B09M8888DM,799,499,300,2.00,600.00,
CA-2013-126935,2013-05-20,2013-05-25,ECD05B505Ba76ec,B07Z1YVP72,999,449,550,1.00,550.00,
CA-2013-149482,2013-11-15,2013-11-20,7DB5d6CE47C0fd2,B082FTPRSK,"1,999",999,1000,2.00,2000.00,
CA-2011-143917,2011-07-25,2011-07-27,5E66598bD13e8e7,B09RF2QXGX,299,69,230,4.00,920.00,
CA-2011-143917,2011-07-25,2011-07-27,bE5a71E34feAE0D,B01KK0HU3Y,"1,499",899,600,5.00,3000.00,
CA-2011-143917,2011-07-25,2011-07-27,Dd50fC3eF4F73bC,B07JF9B592,699,478,221,8.00,1768.00,
CA-2014-163902,2014-03-03,2014-03-09,bFAC3d409AB5CB2,B086394NY5,"2,490","1,399",1091,3.00,3273.00,
CA-2014-163902,2014-03-03,2014-03-09,f3FB9ff4CEEA81b,B00NH11PEY,750,199,551,6.00,3306.00,
CA-2012-143238,2012-09-06,2012-09-08,d7829bB6AB04cCB,B017PDR9N0,499,149,350,4.00,1400.00,
CA-2012-113404,2012-07-16,2012-07-16,E460E6eE80f9d46,B07NC12T2R,"4,990","1,799",3191,6.00,19146.00,
CA-2012-113404,2012-07-16,2012-07-16,c5f6b6A9C3b7DDe,B07WKBD37W,999,425,574,3.00,1722.00,
CA-2013-144792,2013-05-01,2013-05-05,071FB5bDeddED3e,B08JMC1988,"2,490",999,1491,7.00,10437.00,
CA-2014-108070,2014-04-17,2014-04-21,A5A664AFc5c958E,B09GFN8WZL,999,378,621,4.00,2484.00,
CA-2014-108070,2014-04-17,2014-04-21,6a0ACAe7A7cFd7E,B095X38CJS,99,99,0,1.00,0.00,
US-2012-128090,2012-08-16,2012-08-22,EDCBfBa71435d4D,B07ZKD8T1Q,"2,999","1,499",1500,1.00,1500.00,
US-2012-128090,2012-08-16,2012-08-22,c5abf7ACeB8a1De,B07G3YNLJB,"3,100","1,815",1285,5.00,6425.00,
US-2012-128090,2012-08-16,2012-08-22,dB16EB7Effe4B5f,B00P93X2H6,75,67,8,8.00,64.00,
US-2012-128090,2012-08-16,2012-08-22,a19DA7A1fCa79d5,B0798PJPCL,"2,699","1,889",810,2.00,1620.00,
CA-2012-147788,2012-05-31,2012-06-04,D1fA32Dfc8369A8,B09GFWJDY1,"1,499",499,1000,7.00,7000.00,
CA-2012-147788,2012-05-31,2012-06-04,79b632973dE38Bf,B09MZ6WZ6V,999,499,500,5.00,2500.00,
CA-2012-147788,2012-05-31,2012-06-04,10778bb483F1c0C,B094QZLJQ6,"7,999","5,799",2200,2.00,4400.00,
CA-2014-123967,2014-11-02,2014-11-04,D04AC90f81a6150,B07L3NDN24,799,499,300,5.00,1500.00,
CA-2014-123967,2014-11-02,2014-11-04,a3F6fb7F0cF2Fbe,B08WD18LJZ,600,249,351,9.00,3159.00,
CA-2013-137729,2013-05-06,2013-05-10,68b42a3B12cbb73,B09CMM3VGK,499,179,320,1.00,320.00,
CA-2013-137729,2013-05-06,2013-05-10,73CdFf7e8859bD0,B06XDKWLJH,"5,734","4,449",1285,3.00,3855.00,
CA-2013-154053,2013-03-05,2013-03-11,Faa65Da3DB8A17d,B01J1CFO5I,550,299,251,1.00,251.00,
CA-2013-137204,2013-04-29,2013-05-06,6FE3aDBdC1BBDdE,B07J2NGB69,"1,390",629,761,2.00,1522.00,
CA-2011-147298,2011-04-26,2011-05-03,8aA54b9BFBA0aD2,B00MUTWLW4,"3,295","2,595",700,3.00,2100.00,
CA-2011-147298,2011-04-26,2011-05-03,Ca907A9DDdE2126,B08QSC1XY8,"1,099",389,710,6.00,4260.00,
CA-2014-147942,2014-04-02,2014-04-06,BeB4EE902dcE991,B017NC2IPM,"2,911","1,799",1112,2.00,2224.00,
CA-2014-147942,2014-04-02,2014-04-06,Eaf80AAe54E31EA,B00N1U7JXM,175,90,85,13.00,1105.00,
CA-2014-115931,2014-12-23,2014-12-27,ab7b2f257c7B3f3,B08HQL67D6,599,599,0,3.00,0.00,
CA-2014-115931,2014-12-23,2014-12-27,0AfaB4ede8Fc6E7,B09RKFBCV7,"7,999","1,999",6000,4.00,24000.00,
CA-2014-115931,2014-12-23,2014-12-27,B7a9F9Aa35D4dcC,B08KHM9VBJ,"3,250","2,099",1151,3.00,3453.00,
CA-2014-115931,2014-12-23,2014-12-27,BA03c62Fd5Ffd6D,B01IOZUHRS,499,179,320,5.00,1600.00,
US-2014-110604,2014-05-16,2014-05-21,dcbA216fC09255E,B00CEQEGPI,"2,295","1,345",950,2.00,1900.00,
US-2014-110604,2014-05-16,2014-05-21,BcA8aeaE335feB3,B08B6XWQ1C,995,349,646,2.00,1292.00,
US-2014-110604,2014-05-16,2014-05-21,df7bcDDeE57A6B1,B01DGVKBC6,499,287,212,1.00,212.00,
CA-2012-162369,2012-08-15,2012-08-19,86DbFDB5DF753FE,B008FWZGSG,599,599,0,2.00,0.00,
US-2013-146794,2013-09-27,2013-10-02,CDa47E8374AaAB4,B08JD36C6H,450,349,101,5.00,505.00,
CA-2014-112515,2014-09-18,2014-09-22,C3B6ab1b4Cb563d,B00E3DVQFS,"1,109",879,230,3.00,690.00,
CA-2014-112515,2014-09-18,2014-09-22,dA3738F8Fa334cE,B0B4HJNPV4,999,199,800,3.00,2400.00,
CA-2014-112515,2014-09-18,2014-09-22,5bA23ea0B3Dff46,B00BN5SNF0,250,250,0,3.00,0.00,
CA-2014-112515,2014-09-18,2014-09-22,b2BDA178e8DDE2c,B09SGGRKV8,499,199,300,3.00,900.00,
CA-2014-112515,2014-09-18,2014-09-22,BCed6Bc778E0952,B07XLCFSSN,"1,900",899,1001,2.00,2002.00,
CA-2014-112515,2014-09-18,2014-09-22,8A0bF0cdCD3D5Cf,B09RZS1NQT,999,199,800,2.00,1600.00,
CA-2014-112515,2014-09-18,2014-09-22,f0db3AD5175FBef,B084BR3QX8,999,149,850,5.00,4250.00,
CA-2013-150343,2013-08-17,2013-08-21,A61Fe3B9a6Ddb77,B09VC2D2WG,"1,499",469,1030,3.00,3090.00,
CA-2012-135538,2012-12-24,2012-12-28,D50D23abB640878,B09163Q5CD,"1,929","1,187",742,4.00,2968.00,
US-2012-139759,2012-08-25,2012-08-30,48Cd14bdBD2c719,B08K9PX15C,"1,499",849,650,1.00,650.00,
US-2012-139759,2012-08-25,2012-08-30,1EcEdAD14BC7E8F,B083RD1J99,399,328,71,4.00,284.00,
CA-2014-136875,2014-12-04,2014-12-04,26BAc4E2D7f2e1c,B09Z7YGV3R,699,269,430,3.00,1290.00,
US-2011-160780,2011-06-21,2011-06-21,f63cA54Cbf5BeB8,B00N3XLDW0,400,299,101,7.00,707.00,
US-2011-160780,2011-06-21,2011-06-21,F792b8C8AcaF06B,B07Z53L5QL,"1,499",549,950,2.00,1900.00,
CA-2014-137085,2014-06-30,2014-07-07,9603dDDBD6cb1bF,B00P93X0VO,120,114,6,9.00,54.00,
CA-2012-153220,2012-11-12,2012-11-14,30e4F39fCD9d4bC,B07SBGFDX9,120,120,0,5.00,0.00,
US-2013-144211,2013-08-29,2013-09-03,3Af7F72CDC1f11C,B09C6HWG18,"1,999",970,1029,3.00,3087.00,
US-2013-144211,2013-08-29,2013-09-03,8851Fa8DC620FD9,B00NH11KIK,695,209,486,3.00,1458.00,
CA-2013-138079,2013-01-22,2013-01-28,d11c4A1F8a7f5f7,B07X2L5Z8C,"2,295","1,490",805,5.00,4025.00,
CA-2014-155873,2014-06-17,2014-06-22,Ff0635FfE887833,B00VA7YYUO,99,99,0,2.00,0.00,
CA-2014-155873,2014-06-17,2014-06-22,EF7475629Ef0f8b,B07L9FW9GF,249,149,100,3.00,300.00,
CA-2014-155873,2014-06-17,2014-06-22,aFD75E96E9a3d4e,B08D64C9FN,"2,799",575,2224,4.00,8896.00,
CA-2012-121797,2012-01-30,2012-02-06,F7fE6E0FbE700A6,B07XJYYH7L,999,333,666,7.00,4662.00,
CA-2012-121797,2012-01-30,2012-02-06,f7499ED48026efa,B00LOD70SC,210,178,32,3.00,96.00,
CA-2012-103723,2012-12-01,2012-12-06,a6B7BCABae4Aa10,B09X76VL5L,"3,490","1,599",1891,5.00,9455.00,
CA-2014-144827,2014-12-22,2014-12-28,32B7A0Fa103c698,B091JF2TFD,"1,299",499,800,2.00,1600.00,
CA-2011-153479,2011-10-04,2011-10-08,cfaCBbdfC99A616,B07S7DCJKS,499,199,300,5.00,1500.00,
CA-2011-153479,2011-10-04,2011-10-08,814C1Be57CBCdeD,B09NC2TY11,"5,999","2,499",3500,2.00,7000.00,
CA-2014-104801,2014-02-14,2014-02-20,D0cc89bac5fA9bB,B0BDS8MY8J,999,199,800,3.00,2400.00,
CA-2014-104801,2014-02-14,2014-02-20,46e7Ae11DABf3cF,B09X7DY7Q4,"1,800",939,861,4.00,3444.00,
CA-2014-104801,2014-02-14,2014-02-20,716EfC3d22bb3f4,B09YV575RK,"9,999","2,499",7500,1.00,7500.00,
CA-2012-129770,2012-02-21,2012-02-23,ee5Da0fCA1BdDcb,B08LW31NQ6,"2,890","1,439",1451,4.00,5804.00,
CA-2011-149244,2011-11-04,2011-11-08,80299d79EBDdfEa,B09ND94ZRG,"5,999","1,099",4900,2.00,9800.00,
CA-2012-140144,2012-06-20,2012-06-25,C5d3A983dE8B7Af,B00P93X6EK,160,157,3,6.00,18.00,
CA-2012-140144,2012-06-20,2012-06-25,F951d0d9d5fa400,B07KRCW6LZ,"1,599",999,600,3.00,1800.00,
US-2011-141257,2011-06-08,2011-06-14,662221D2eb1A79b,B0994GP1CX,999,115,884,3.00,2652.00,
CA-2011-154669,2011-08-08,2011-08-11,8D60704B7bF441F,B07H8W9PB6,499,175,324,11.00,3564.00,
CA-2011-158029,2011-05-26,2011-05-30,D41318e62Bc6C2B,B09NNHFSSF,"4,700","1,999",2701,2.00,5402.00,
CA-2012-155306,2012-04-17,2012-04-21,5E1A0Cd772d3CbF,B08D9NDZ1Y,"4,332.96","3,999",333.96,2.00,667.92,
CA-2012-155306,2012-04-17,2012-04-21,c7C71FF0b8EEdDf,B0085IATT6,"1,800",899,901,3.00,2703.00,
CA-2012-155306,2012-04-17,2012-04-21,3eC1Bfd767484E2,B08WJ86PV2,990,299,691,5.00,3455.00,
CA-2012-155306,2012-04-17,2012-04-21,bC9F8AFab72bc38,B078HRR1XV,"4,699","3,303",1396,5.00,6980.00,
CA-2012-155306,2012-04-17,2012-04-21,cea58DbCC456e99,B09P22HXH6,"5,490","1,890",3600,2.00,7200.00,
CA-2011-129574,2011-05-26,2011-05-29,5efD4ABe77bc9e7,B00LM4X3XE,100,90,10,5.00,50.00,
CA-2014-126536,2014-10-13,2014-10-15,F02b1bB2CEB0F5C,B09YLFHFDW,"2,790","1,599",1191,1.00,1191.00,
CA-2014-126536,2014-10-13,2014-10-15,d144aeCa5F769CE,B07YWS9SP9,999,599,400,5.00,2000.00,
CA-2013-144729,2013-10-22,2013-10-26,5080F7aAbFdf2b2,B002PD61Y4,"1,208",507,701,3.00,2103.00,
CA-2012-127019,2012-12-21,2012-12-25,7F7e68Af94db6de,B08WLY8V9S,899,425,474,7.00,3318.00,
CA-2012-138534,2012-07-17,2012-07-19,c28715c2b7D9D48,B0873L7J6X,"3,999","1,499",2500,2.00,5000.00,
CA-2012-149972,2012-09-21,2012-09-23,CEF4632DAEd6EB0,B07YNHCW6N,"2,499",549,1950,4.00,7800.00,
CA-2012-149972,2012-09-21,2012-09-23,EfFEf6a323b3DFA,B07232M876,395,199,196,2.00,392.00,
CA-2011-154599,2011-04-12,2011-04-17,Dc7EFFe6eEd2C5A,B01MQ2A86A,"1,645","1,295",350,14.00,4900.00,
CA-2011-154599,2011-04-12,2011-04-17,Cc34F6F64D48BDF,B00KIE28X0,310,310,0,4.00,0.00,
CA-2011-154599,2011-04-12,2011-04-17,cff7B1a7DfAfe2B,B08BQ947H3,149,149,0,7.00,0.00,
CA-2011-154599,2011-04-12,2011-04-17,fC9Ff6cF9b3185a,B0BHYJ8CVF,"1,499","1,149",350,3.00,1050.00,
US-2012-110163,2012-11-01,2012-11-04,8c293db36f8c733,B0BCVJ3PVP,"1,299",499,800,1.00,800.00,
CA-2014-143329,2014-11-04,2014-11-09,54CCFE6ef58c09B,B0B2931FCV,"4,199",999,3200,3.00,9600.00,
CA-2012-159380,2012-05-12,2012-05-16,7ACeDBF509A10B4,B09TMZ1MF8,"4,000","1,709",2291,3.00,6873.00,
CA-2012-159380,2012-05-12,2012-05-16,AacaB6cad6a2c69,B07VV37FT4,250,250,0,6.00,0.00,
CA-2012-148635,2012-07-25,2012-07-27,6ED19aad3BdDE89,B07P681N66,"2,199","1,199",1000,2.00,2000.00,
CA-2012-148635,2012-07-25,2012-07-27,dC26cDe880F3Cf7,B07JB2Y4SR,100,90,10,2.00,20.00,
CA-2012-148635,2012-07-25,2012-07-27,fEcbd39000a28F1,B08KRMK9LZ,"5,999","2,025",3974,5.00,19870.00,
CA-2012-148635,2012-07-25,2012-07-27,F87E67b330836fA,B08LT9BMPP,"1,995","1,495",500,2.00,1000.00,
CA-2013-160500,2013-05-06,2013-05-09,EdEdEAF8Dcc0dfa,B082T6V3DT,"2,100",799,1301,5.00,6505.00,
CA-2013-160500,2013-05-06,2013-05-09,6FfDBdaB1Ff440C,B0814ZY6FP,"1,199",899,300,3.00,900.00,
CA-2014-100202,2014-01-01,2014-01-06,2B65aBC44ceA272,B09F3PDDRF,999,349,650,3.00,1950.00,
CA-2011-148915,2011-11-01,2011-11-05,1eB174E4ffaE708,B07X963JNS,"2,499",900,1599,5.00,7995.00,
CA-2011-148915,2011-11-01,2011-11-05,e3c45E3E4FcCeA0,B09LD3116F,"3,990","2,490",1500,3.00,4500.00,
CA-2014-110842,2014-11-12,2014-11-17,df55EdA3cBCAF76,B08Y5QJTVK,200,116,84,1.00,84.00,
CA-2014-110842,2014-11-12,2014-11-17,208055eD4fEb05D,B00LY1FN1K,230,200,30,3.00,90.00,
CA-2014-110842,2014-11-12,2014-11-17,faF03D51fef9128,B07DJ5KYDZ,"2,796","1,249",1547,5.00,7735.00,
CA-2013-128594,2013-08-27,2013-08-30,Bc6EB534Fb61B39,B009LJ2BXA,999,649,350,4.00,1400.00,
US-2014-103828,2014-08-14,2014-08-14,464d7A4111c6c1E,B09BVCVTBC,"3,499","2,649",850,3.00,2550.00,
US-2014-103828,2014-08-14,2014-08-14,A2bAa723D8E27Ee,B0BFWGBX61,349,199,150,7.00,1050.00,
US-2014-103828,2014-08-14,2014-08-14,ae334B81B76cFD2,B07SY4C3TD,723,596,127,3.00,381.00,
US-2014-103828,2014-08-14,2014-08-14,f7E6886FD2e1f5a,B094JB13XL,"5,999","2,499",3500,4.00,14000.00,
CA-2011-148040,2011-03-22,2011-03-26,3A9eFaCe6efbaEd,B08CRRQK6Z,"12,499","4,999",7500,3.00,22500.00,
CA-2011-148040,2011-03-22,2011-03-26,F9defC2B8cEBA63,B08MTLLSL8,"1,290",399,891,3.00,2673.00,
CA-2014-135167,2014-06-16,2014-06-21,94cceEcfd1Bdde8,B08Y57TPDM,200,116,84,1.00,84.00,
CA-2014-137022,2014-11-17,2014-11-23,BEeDBC92eFD6ee3,B09CYTJV3N,"5,999","4,499",1500,8.00,12000.00,
US-2013-167339,2013-01-21,2013-01-23,EEdeca779CB3Be9,B07GLNJC25,499,330,169,2.00,338.00,
US-2013-167339,2013-01-21,2013-01-23,DA8bBeAEf08Ca22,B08FY4FG5X,"2,499",649,1850,7.00,12950.00,
CA-2013-130799,2013-11-12,2013-11-17,F3603661F39eAE0,B07TMCXRFV,"1,599","1,234",365,4.00,1460.00,
CA-2013-164483,2013-01-30,2013-02-03,fEd696ee8D38c99,B01FSYQ2A4,"2,990","1,399",1591,2.00,3182.00,
US-2013-159856,2013-10-19,2013-10-23,12DACDcB2C13E88,B00LZPQVMK,320,272,48,5.00,240.00,
CA-2014-102099,2014-12-19,2014-12-20,29f0D7dBdef8b72,B08X77LM8C,999,99,900,3.00,2700.00,
CA-2014-102099,2014-12-19,2014-12-20,CCEEC4C82f90AF5,B01EJ5MM5M,"3,875","3,498",377,2.00,754.00,
CA-2014-102099,2014-12-19,2014-12-20,92F034ba08d300f,B08J82K4GX,"19,110","10,099",9011,5.00,45055.00,
CA-2014-164049,2014-11-03,2014-11-07,d35d7832881aEF2,B07Z1Z77ZZ,999,449,550,5.00,2750.00,
CA-2011-127586,2011-09-26,2011-09-30,de0d74D6faC29A9,B00DJ5N9VK,150,150,0,2.00,0.00,
CA-2014-166415,2014-02-20,2014-02-24,CeA1CDF1b2e5da9,B0B4DT8MKT,"1,499",348,1151,3.00,3453.00,
CA-2014-164329,2014-01-31,2014-01-31,A2f0E2B21C50bDc,B08FGNPQ9X,"2,999","1,199",1800,2.00,3600.00,
CA-2012-168564,2012-08-08,2012-08-08,dfFaddffc0AafbC,B07NTKGW45,899,397,502,2.00,1004.00,
CA-2012-168564,2012-08-08,2012-08-08,7eB1eb3bD6a641b,B08CDKQ8T6,349,154,195,2.00,390.00,
CA-2012-168564,2012-08-08,2012-08-08,dD0EC1e6D50ec2f,B08J4PL1Z3,"1,490",699,791,1.00,791.00,
US-2013-169040,2013-12-07,2013-12-13,22ddbdB8dfafDDf,B07XJWTYM2,"1,999","1,679",320,1.00,320.00,
US-2013-169040,2013-12-07,2013-12-13,CfAdCDbF8F4aA2e,B09939XJX8,"1,500",354,1146,3.00,3438.00,
US-2013-169040,2013-12-07,2013-12-13,ffaBE254CFF9A37,B09MDCZJXS,"5,499","1,199",4300,1.00,4300.00,
US-2013-169040,2013-12-07,2013-12-13,75e1B0ECAD06F60,B08CTQP51L,"1,499",379,1120,7.00,7840.00,
US-2013-169040,2013-12-07,2013-12-13,eCE0D2bAeB9e1b3,B0BG62HMDJ,775,499,276,7.00,1932.00,
US-2013-169040,2013-12-07,2013-12-13,acBD5ffeF8edB7b,B08GTYFC37,"32,000","10,389",21611,5.00,108055.00,
US-2013-169040,2013-12-07,2013-12-13,ce3Fa71411d9E29,B08SBH499M,"1,300",649,651,3.00,1953.00,
CA-2014-126242,2014-11-20,2014-11-25,d62EE655C8FaAd1,B08FYB5HHK,"1,999","1,199",800,9.00,7200.00,
CA-2014-126242,2014-11-20,2014-11-25,1C69de8ACc7de36,B0994GFWBH,999,139,860,1.00,860.00,
CA-2013-166443,2013-11-05,2013-11-06,0c851DAE4231CcD,B0B5GJRTHB,"1,999",889,1110,7.00,7770.00,
CA-2014-169859,2014-12-15,2014-12-19,6DEa5aDE36ebDdC,B09GBBJV72,"2,199","1,409",790,3.00,2370.00,
CA-2014-169859,2014-12-15,2014-12-19,C23EF411fea2C27,B07P434WJY,"1,999",549,1450,14.00,20300.00,
